epoch,loss,precision,recall,f1,accuracy,auc,aupr,mcc,TP,TN,FP,FN,current_lr,aux_loss
28,0.5618956896436953,0.9933650656281552,0.9984053348796753,0.9958788229339889,0.9958680681406307,0.9998620508628957,0.9998598476088849,0.9917489013347487,6887,6851,46,11,0.0005,0.3969399169746323
29,0.5606378485431442,0.9942221580239781,0.9978254566541026,0.9960205484407785,0.9960130482058717,0.9997946632454103,0.9997705610038594,0.9920326104718601,6883,6857,40,15,0.0005,0.39662098505147053
30,0.559497180733399,0.9937915102512273,0.9978254566541026,0.9958043981481481,0.9957955781080101,0.9998291347652719,0.9998265489995526,0.9915993240522422,6883,6854,43,15,0.0005,0.39634591597817964
31,0.5594317255308767,0.9943698570809875,0.9985503044360684,0.9964556962025316,0.9964479884015948,0.9999055396278916,0.9999039056090373,0.9929047505147095,6888,6858,39,10,0.0005,0.3962777363822734
32,0.5587674692948256,0.9940854010386613,0.9989852131052479,0.996529284164859,0.9965204784342153,0.9999292072689673,0.9999280570789654,0.993053019136386,6891,6856,41,7,0.0005,0.39603892594632595
33,0.5567020343800911,0.9912268085718395,0.9991301826616411,0.9951628041296657,0.9951431678144255,0.9997953148412126,0.9997809577968386,0.9903178142575724,6892,6836,61,6,0.0005,0.39585847437843535
34,0.5567313803153956,0.9925115207373272,0.9991301826616411,0.9958098540673314,0.9957955781080101,0.9997550525263987,0.9997139736863871,0.9916132041990711,6892,6845,52,6,0.0005,0.3958774106071916
35,0.5510176595677151,0.994663204961777,0.9997100608872137,0.9971802472706239,0.9971728887278,0.9999456863369988,0.9999427401198626,0.9943585770806378,6896,6860,37,2,0.00025,0.3950482471599155
36,0.5469183031092869,0.9938031416630638,0.9997100608872137,0.9967478499674784,0.9967379485320769,0.9999387079561487,0.999936129811326,0.9934934460938266,6896,6854,43,2,0.00025,0.3947849115300498
37,0.5450639193668967,0.9936599423631124,0.9997100608872137,0.9966758202052319,0.9966654584994563,0.9999520971989242,0.9999515309280524,0.9933493298622544,6896,6853,44,2,0.00025,0.3945236353237276
38,0.5451178360607538,0.9956672443674177,0.9994201217744274,0.9975401533786716,0.9975353388909025,0.9999613456554723,0.9999604988023428,0.9950777459640107,6894,6867,30,4,0.00025,0.39448154191626633
39,0.5436513868610511,0.9953810623556582,0.9997100608872137,0.997540865036887,0.9975353388909025,0.9999660119221854,0.9999654512595525,0.9950800883652687,6896,6865,32,2,0.00025,0.3944220806401454
40,0.54540617437456,0.9952367205542725,0.9995650913308205,0.9973962100390569,0.9973903588256615,0.9999639100002425,0.9999627113314544,0.9947901253991694,6895,6864,33,3,0.00025,0.3944999086268952
41,0.5428137648749412,0.9953817289652186,0.9998550304436068,0.9976133651551312,0.9976078289235231,0.9998872529069897,0.9998759271512133,0.9952257078363875,6897,6865,32,1,0.00025,0.39430547339201033
42,0.542685377057716,0.997684515195369,0.9994201217744274,0.9985515643105446,0.9985501993475897,0.9999747138790284,0.9999744436665017,0.9971019073136611,6894,6881,16,4,0.00025,0.39423606905974135
43,0.5418500066710884,0.9952360329146817,0.9994201217744274,0.9973236889692586,0.997317868793041,0.9999481876241106,0.9999470752220776,0.9946445272142221,6894,6864,33,4,0.00025,0.39426529838604674
44,0.5419590713149095,0.9963851937536148,0.9989852131052479,0.997683509483133,0.9976803189561435,0.9998114365825137,0.9997289576347486,0.9953640263448673,6891,6872,25,7,0.00025,0.39418997674182615
45,0.5425011602680335,0.9962406015037594,0.9988402435488547,0.9975387288258288,0.9975353388909025,0.9997938014574138,0.9997468023122047,0.9950740651706562,6890,6871,26,8,0.00025,0.394155806630145
46,0.5433998945010836,0.9952367205542725,0.9995650913308205,0.9973962100390569,0.9973903588256615,0.9999137371234684,0.9999022157521705,0.9947901253991694,6895,6864,33,3,0.00025,0.3941797813576292
47,0.5393795769903357,0.9968198901416594,0.9997100608872137,0.998262883613202,0.9982602392171076,0.9999115301054287,0.9998881732869314,0.9965246669292792,6896,6875,22,2,0.00025,0.3938634793663039
48,0.5395988432381973,0.9966719722182029,0.9985503044360684,0.9976102541820552,0.9976078289235231,0.9998733592029477,0.9998618423607801,0.9952174247999017,6888,6874,23,10,0.00025,0.3937698663660839
49,0.5346888182257431,0.9972527472527473,0.9998550304436068,0.9985521934269581,0.9985501993475897,0.9999923490041284,0.9999922954773867,0.9971037933901343,6897,6878,19,1,0.000125,0.39351167785300145
50,0.5292984523908001,0.9976851851851852,0.9997100608872137,0.9986965966690804,0.9986951794128307,0.9999855808154726,0.9999854030742843,0.9973924129428897,6896,6881,16,2,0.000125,0.39301880170605014
51,0.5285141195625273,0.9971081550028918,0.9997100608872137,0.998407412769654,0.9984052192823487,0.9999907935818907,0.9999907558163361,0.9968138322159231,6896,6877,20,2,0.000125,0.392961769939514
52,0.5274479228934329,0.9973965866358114,0.9997100608872137,0.9985519837822183,0.9985501993475897,0.9999901419860884,0.9999900569733012,0.9971030808629302,6896,6879,18,2,0.000125,0.39294664381935396
53,0.525953016630244,0.997540865036887,0.9997100608872137,0.9986242849902252,0.9986226893802103,0.9999406627435554,0.9999286869190716,0.9972477364692516,6896,6880,17,2,0.000125,0.3928499394239627
54,0.5275052819704829,0.9966767808120214,1.0,0.9983356248643173,0.9983327292497282,0.9999909827548655,0.9999909288763009,0.9966709987696942,6898,6874,23,0,0.000125,0.392861321590957
55,0.5260496153007084,0.9968203497615262,0.9998550304436068,0.9983353839473113,0.9983327292497282,0.9999893852941889,0.9999892980441084,0.9966700770633262,6897,6875,22,1,0.000125,0.39284428095357954
56,0.5245946246586489,0.9975405092592593,0.9995650913308205,0.998551774076756,0.9985501993475897,0.9999729482645965,0.9999721704091041,0.9971024521709346,6895,6880,17,3,0.000125,0.3927929980442977
57,0.5224037080322672,0.9971089910378722,1.0,0.9985524030110018,0.9985501993475897,0.9999954598486036,0.9999954485431346,0.9971045897530966,6898,6877,20,0,6.25e-05,0.3925261796051965
58,0.5191213709800819,0.9978298611111112,0.9998550304436068,0.9988414192614048,0.9988401594780718,0.9999967420209888,0.999996737537938,0.9976823737148448,6897,6882,15,1,6.25e-05,0.39235713850331444
59,0.5192728384286868,0.9981189408189842,1.0,0.9990585849808096,0.9990576295759334,0.9999978980780572,0.9999978963402478,0.9981170316661845,6898,6884,13,0,6.25e-05,0.39236346033315705
60,0.5186882797900038,0.9978298611111112,0.9998550304436068,0.9988414192614048,0.9988401594780718,0.9999957120792368,0.999995706174293,0.9976823737148448,6897,6882,15,1,6.25e-05,0.3923253580942162
