epoch,loss,precision,recall,f1,accuracy,auc,aupr,mcc,TP,TN,FP,FN,current_lr,aux_loss
13,0.6236186096745152,0.9670205237084218,0.990575612585182,0.9786563529580289,0.9783979702790866,0.9959082726308786,0.9948768505399171,0.9570799498693212,6832,6665,233,65,0.001,0.4110082980715502
14,0.6192170798670515,0.9736276336534327,0.9849209801362911,0.979241747152948,0.9791228706052918,0.9954284038513433,0.9940058390100848,0.9583102355426474,6793,6714,184,104,0.001,0.41007851264622824
15,0.6119577088145166,0.9813610749891634,0.9847759895606786,0.9830655666521928,0.9830373323667996,0.9980102891601406,0.9978355077865076,0.9660805213295539,6792,6769,129,105,0.001,0.4087272584226337
16,0.6055058945257968,0.9780376497432972,0.9943453675511091,0.9861240923143288,0.9860094237042407,0.9983253357305333,0.9981047544814322,0.9721540094307115,6858,6744,154,39,0.001,0.4075518797176252
17,0.6029744942579722,0.9835497835497835,0.9882557633753806,0.9858971577348665,0.9858644436389996,0.9978962493851352,0.9975982383033591,0.9717400185208103,6816,6784,114,81,0.001,0.40661488325567663
18,0.5984317911453289,0.9861131413536033,0.9781064230824996,0.9820934633862279,0.9821674519753534,0.9979602529082927,0.9975972168822691,0.9643666670622028,6746,6803,95,151,0.001,0.405237557410805
19,0.5938239841238231,0.9862974181451031,0.9914455560388574,0.9888647866955893,0.9888365349764408,0.9988558398096702,0.998741133899058,0.9776863948962945,6838,6803,95,59,0.001,0.4042507363173161
20,0.5908667882701201,0.9788141618086165,0.9981151225170364,0.9883704235463029,0.9882566147154767,0.9981806814624314,0.9974905557134366,0.9767031379552764,6884,6749,149,13,0.001,0.4033159600296025
21,0.5872345591853088,0.9902856314339568,0.9902856314339568,0.9902856314339568,0.990286335628851,0.9987820203110399,0.9985442499131121,0.9805726711556152,6830,6831,67,67,0.001,0.4025439638019028
22,0.5851463367084353,0.9875919780695427,0.9924604900681455,0.9900202487706103,0.9899963754983689,0.9990995576589348,0.9989739492771406,0.980004664287925,6845,6812,86,52,0.001,0.4017718699069754
23,0.5846658049264046,0.9863584147041929,0.9959402638828476,0.9911261813721953,0.9910837259876767,0.9992020683920839,0.9990911068878393,0.9822138039937113,6869,6803,95,28,0.001,0.40117832291799754
24,0.583069918038146,0.9908655937364071,0.9908655937364071,0.9908655937364071,0.9908662558898151,0.9991162889575992,0.9989378461999028,0.9817325116836382,6834,6835,63,63,0.001,0.40091738629317886
25,0.5798476124120908,0.9907794265955914,0.9971001884877483,0.993929758635641,0.9939108372598767,0.9992745636798902,0.9991804575482127,0.9878417794991914,6877,6834,64,20,0.001,0.4001955587941588
26,0.5764863307599617,0.9921773142112125,0.9930404523705959,0.9926086956521739,0.9926060166727075,0.9995447657456339,0.9995038434309158,0.9852124069513508,6849,6844,54,48,0.001,0.3992921410206113
27,0.577557633544449,0.989620873576474,0.9953603015803972,0.99248229001012,0.9924610366074664,0.9993523347917729,0.9992676583301557,0.9849386417127834,6865,6826,72,32,0.001,0.3992637887199307
28,0.5739459350948188,0.9873853211009175,0.9986950848194868,0.9930080011533194,0.9929684668358101,0.9994468161831006,0.9993862407262744,0.9860016196015435,6888,6810,88,9,0.001,0.3986420634081611
29,0.5726167285904672,0.9896402877697842,0.9972451790633609,0.9934281793890374,0.9934034070315332,0.9995202993742199,0.9994667161387155,0.9868359546115989,6878,6826,72,19,0.001,0.3979672949974489
30,0.5706724408874913,0.9883787661406026,0.9988400753950993,0.9935818850508401,0.9935483870967742,0.9989569002166788,0.998726279368486,0.987152071641636,6889,6817,81,8,0.001,0.39750893374099583
31,0.5626232382783686,0.9946562680531484,0.9985500942438742,0.9965993777584835,0.9965929684668358,0.9998039537403974,0.9997914799297063,0.9931935482141044,6887,6861,37,10,0.0005,0.396293149181912
32,0.5552607406736846,0.9945165945165945,0.999275047121937,0.996890142474868,0.9968829285973179,0.9997415476779163,0.9997157651504966,0.9937772331268699,6892,6860,38,5,0.0005,0.3954107365476244
33,0.5553103522875897,0.9952305246422893,0.9984051036682615,0.9968152866242038,0.9968104385646973,0.9998003384346559,0.9997845572146923,0.993625932809789,6886,6865,33,11,0.0005,0.3951953272478019
34,0.5543800168298387,0.993080582384316,0.9988400753950993,0.9959520023131415,0.9959405581732512,0.9997913632279601,0.9997765310892096,0.9918977989771783,6889,6850,48,8,0.0005,0.3951118982550339
35,0.5537469890161717,0.9933669790915646,0.9988400753950993,0.996096009253904,0.9960855382384922,0.9997757879863642,0.9997508011836711,0.9921861369589579,6889,6852,46,8,0.0005,0.3948961567997139
36,0.5531093594733248,0.9955059437518121,0.9956502827316225,0.9955781080101486,0.9955781080101486,0.9997336444514116,0.999706103566046,0.9911562264834346,6867,6867,31,30,0.0005,0.39491610260471716
37,0.553471734196261,0.9948006932409013,0.9986950848194868,0.9967440850879097,0.9967379485320769,0.9994673939989204,0.9992905552867608,0.9934835104853861,6888,6862,36,9,0.0005,0.39487313174850897
38,0.5535476803952432,0.9950895436164067,0.9989850659707119,0.9970334997467621,0.9970279086625589,0.999827327112401,0.9998183856163196,0.9940634350279494,6890,6864,34,7,0.0005,0.39483674894981885
39,0.5534360475452018,0.9946585823588855,0.9989850659707119,0.9968171296296297,0.9968104385646973,0.9998339271473013,0.9998227383475479,0.9936302775454825,6890,6861,37,7,0.0005,0.39475997912604
40,0.5540779742567208,0.9942204883687329,0.9976801507901987,0.9959473150962512,0.9959405581732512,0.9993021829342182,0.9990313494961112,0.991887122790454,6881,6858,40,16,0.0005,0.3947781018729162
41,0.5476435702708633,0.9973924380704041,0.998260113092649,0.9978260869565218,0.9978252990213845,0.9999138842580044,0.9999072824770314,0.9956509749947163,6885,6880,18,12,0.00025,0.39396543717842875
42,0.539770110602308,0.9963862387973402,0.9994200376975496,0.9979008324285197,0.9978977890540051,0.9999500583346397,0.9999480092140135,0.9958001942954077,6893,6873,25,4,0.00025,0.3932962513644276
43,0.539211305132289,0.9956678700361011,0.9997100188487749,0.9976848502387499,0.9976803189561435,0.99992323781065,0.9999197637035224,0.9953688406575535,6895,6868,30,2,0.00025,0.393174519705822
44,0.5378544100301341,0.9955247581925798,0.9998550094243874,0.9976851851851852,0.9976803189561435,0.9999176466982821,0.9999140466298291,0.9953700542449951,6896,6867,31,1,0.00025,0.3930372928043516
45,0.5376489576847495,0.9949494949494949,0.9997100188487749,0.997324076083026,0.997317868793041,0.9998563546544308,0.9998493742346237,0.9946471231771091,6895,6863,35,2,0.00025,0.39307287069949637
46,0.5382701467456659,0.9972519525600232,0.9997100188487749,0.9984794728839331,0.9984777093149692,0.9998909522896089,0.9998788032570964,0.9969584472005955,6895,6879,19,2,0.00025,0.39304125081384567
47,0.5361331767472464,0.9966743782533256,0.9994200376975496,0.9980453196264388,0.998042769119246,0.9998911204433643,0.9998808030355493,0.9960893181373524,6893,6875,23,4,0.00025,0.39297718092475137
48,0.5368233601569092,0.9960993932389482,0.9997100188487749,0.9979014400463131,0.9978977890540051,0.9999028176389758,0.9998960295742133,0.9958021201409386,6895,6871,27,2,0.00025,0.39290456615079183
49,0.5317586204028294,0.9972515550412266,0.9995650282731623,0.9984069514844316,0.9984052192823487,0.9999402213399475,0.9999358599831518,0.9968131209729093,6894,6879,19,3,0.000125,0.3926304118008626
50,0.5280296754474094,0.9965322930212397,1.0,0.9982631350412505,0.9982602392171076,0.9999705941120206,0.9999699331347401,0.9965265118171327,6897,6874,24,0,0.000125,0.39223926022108724
51,0.5261354924198854,0.9973965866358114,0.9998550094243874,0.9986242849902252,0.9986226893802103,0.999982701182411,0.999982499318379,0.9972484081614889,6896,6880,18,1,0.000125,0.3921153935805725
52,0.5253379567976921,0.9973958333333334,0.9995650282731623,0.9984792526613079,0.9984777093149692,0.9999720864766,0.9999714174246109,0.9969577765643114,6894,6880,18,3,0.000125,0.3920033422912341
53,0.523689474848657,0.9968203497615262,1.0,0.9984076433121019,0.9984052192823487,0.999961324636253,0.9999599560271202,0.9968155097486882,6897,6876,22,0,0.000125,0.3919536932972073
54,0.5238812573753694,0.9966758202052319,0.9998550094243874,0.998262883613202,0.9982602392171076,0.9999826171055333,0.9999823233261735,0.9965255482087882,6896,6875,23,1,0.000125,0.39194908334477657
55,0.5238070181203347,0.9973965866358114,0.9998550094243874,0.9986242849902252,0.9986226893802103,0.999989973832333,0.999989911198637,0.9972484081614889,6896,6880,18,1,0.000125,0.39201258259600935
56,0.5227177483873896,0.9975412207115997,1.0,0.9987690970965173,0.9987676694454513,0.9999851604310841,0.999984944244746,0.9975383691223821,6897,6881,17,0,0.000125,0.3918644557452695
57,0.5224742196097932,0.9982621288921072,0.9994200376975496,0.998840747717722,0.9988401594780718,0.9999704259582652,0.9999694471558868,0.9976809901943228,6893,6886,12,4,0.000125,0.3918136607462777
58,0.5205314915220821,0.9976848502387499,0.9997100188487749,0.9986964078794901,0.9986951794128307,0.9999688915552469,0.999967776912424,0.9973924137096188,6895,6882,16,2,0.000125,0.391752743169749
59,0.5221578401644708,0.9971085730808154,1.0,0.9985521934269581,0.9985501993475897,0.9999693329588549,0.9999680432521696,0.9971045909685246,6897,6878,20,0,0.000125,0.39182083106556204
60,0.5198328945247018,0.9972527472527473,1.0,0.9986244841815681,0.9986226893802103,0.9999849712581093,0.9999847667397641,0.997249162834197,6897,6879,19,0,6.25e-05,0.39166150593446264
61,0.5167140112013089,0.9979742439589061,1.0,0.9989860950173812,0.9989851395433128,0.9999928324461752,0.9999927743187474,0.9979723350828753,6897,6884,14,0,6.25e-05,0.39144813531076034
62,0.5153462424231595,0.9973969631236442,1.0,0.9986967854039965,0.9986951794128307,0.9999905833896964,0.9999904720215436,0.997393755549126,6897,6880,18,0,6.25e-05,0.3913638635221281
63,0.5150534846636643,0.9976848502387499,0.9997100188487749,0.9986964078794901,0.9986951794128307,0.9999870101223937,0.9999868442045323,0.9973924137096188,6895,6882,16,2,6.25e-05,0.3913515876706159
