epoch,loss,precision,recall,f1,accuracy,auc,aupr,mcc,TP,TN,FP,FN,current_lr,aux_loss
1,1.2986394795787295,0.6829954954954955,0.8793678410903292,0.7688407175001585,0.7356288510329829,0.8291754584806729,0.8110389129049869,0.4920408138891763,6065,4083,2815,832,0.001,0.5356561915798438
2,0.9864989970982528,0.7612818050888142,0.9196752211106278,0.8330159563989756,0.8156578470460312,0.9088952727060854,0.8962792814592893,0.6454438040058598,6343,4909,1989,554,0.001,0.46868119699782596
3,0.8695837985609441,0.8199695508754123,0.937074090184138,0.8746193923810812,0.8656759695541864,0.9411034535292172,0.9296608464849372,0.7389279886959892,6463,5479,1419,434,0.001,0.4488302645373492
4,0.7951508497664703,0.8426337867039532,0.9611425257358271,0.8979951232728258,0.8908300108735049,0.9615835615074699,0.95473543075777,0.7895081166246988,6629,5660,1238,268,0.001,0.43813391290310727
5,0.7495974891338715,0.9113818886734977,0.9543279686820356,0.9323606487711594,0.9307720188474085,0.9751586877499527,0.969535931004905,0.8625024799650594,6582,6258,640,315,0.001,0.4318079180876148
6,0.71447453601674,0.9145708037178786,0.9701319414238074,0.9415323999155703,0.9397607828923523,0.9834510010256117,0.9809279645124758,0.8811493729324442,6691,6273,625,206,0.001,0.4270464798575317
7,0.6894159374871346,0.937115707098938,0.9723068000579962,0.9543869636376574,0.95353388909025,0.9862933144631189,0.9837034196037557,0.9077081827495763,6706,6448,450,191,0.001,0.4232422971125421
8,0.6705389325365548,0.9457026304684203,0.9747716398434102,0.9600171355133514,0.9594055817325118,0.9901656116910246,0.9884833750753491,0.9192456446625531,6723,6512,386,174,0.001,0.42028510888297843
9,0.6577787254633528,0.9356789444749862,0.9870958387704799,0.9606999223876385,0.9596230518303733,0.9918272860828847,0.9908938975136152,0.9206372684349883,6808,6430,468,89,0.001,0.41821578019385364
10,0.6499695834321966,0.9525741466144376,0.9872408293460925,0.9695977216091136,0.9690467560710402,0.9934642418726981,0.9921117451021073,0.9387154161666702,6809,6559,339,88,0.001,0.4163181108726177
11,0.6343428480707247,0.9578726382085374,0.992315499492533,0.9747899159663865,0.9743385284523378,0.9961190113248611,0.9957270813180898,0.9492909912377056,6844,6597,301,53,0.001,0.4143305751200375
12,0.6276365061478582,0.9575122292103424,0.993330433521821,0.975092513521207,0.9746284885828198,0.9957229882116231,0.9950401442975978,0.9499218724096559,6851,6594,304,46,0.001,0.4129832184121104
13,0.619890359904983,0.9540150041678244,0.9956502827316225,0.9743880808797446,0.9738310982239942,0.9969856757803061,0.996302868733036,0.9485659930983642,6867,6567,331,30,0.001,0.4111956644825159
14,0.6150482673798838,0.9674739509997183,0.9962302450340728,0.9816415458247018,0.9813700616165277,0.9973531442839515,0.9970186791029475,0.963165693338784,6871,6667,231,26,0.001,0.41007736137311684
15,0.6087270674691679,0.9704968944099379,0.9968102073365231,0.983477576711251,0.9832548024646611,0.9982896030575061,0.9981597931282826,0.9668650675999241,6875,6689,209,22,0.001,0.4084919920959046
16,0.6023091356665295,0.9673423423423423,0.9963752356096853,0.9816441682736947,0.9813700616165277,0.9982042229881907,0.9979212472984158,0.9631740424872867,6872,6666,232,25,0.001,0.40724090585269745
17,0.5998788094252683,0.975280579627788,0.9953603015803972,0.9852181400688863,0.985067053280174,0.9979745459775036,0.9976505087200738,0.9703398024607784,6865,6724,174,32,0.001,0.4064374182579871
18,0.5942476489441081,0.9821224256292906,0.9956502827316225,0.9888400892792858,0.9887640449438202,0.9989602948206163,0.9988836996591148,0.9776208430009393,6867,6773,125,30,0.001,0.40539678548645314
19,0.5905944576553782,0.9819974282040291,0.996520226185298,0.9892055267702936,0.9891264951069227,0.9989462119435998,0.9988868678942058,0.9783599948506716,6873,6772,126,24,0.001,0.40454780701311577
20,0.5901439997630519,0.9866340902558206,0.9953603015803972,0.9909779862865391,0.9909387459224357,0.9990993054283018,0.9990379317414613,0.981915903125932,6865,6805,93,32,0.001,0.40354140775991804
21,0.585518746593803,0.984551566299528,0.9979701319414238,0.9912154377880185,0.9911562160202972,0.9994006369580178,0.9993880217741377,0.9824036823438781,6883,6790,108,14,0.001,0.40257604503699645
22,0.5826615926622264,0.9814893919977218,0.9994200376975496,0.9903735632183908,0.990286335628851,0.9995392587101439,0.9995193680799536,0.9807363465149349,6893,6768,130,4,0.001,0.4019180281962842
23,0.5817374040614699,0.9814735642012256,0.9985500942438742,0.9899381917493172,0.989851395433128,0.998894819952099,0.998612541326113,0.9798511162872237,6887,6768,130,10,0.001,0.40171131206346233
24,0.5811465739296502,0.9894888408927286,0.9963752356096853,0.9929200982516977,0.9928959768031895,0.9995067840161279,0.9994782459747762,0.9858158316475077,6872,6825,73,25,0.001,0.4011235267355439
25,0.5757215864202949,0.9838571428571429,0.9985500942438742,0.991149168885371,0.9910837259876767,0.9993793549983472,0.999352837039804,0.9822769974524628,6887,6785,113,10,0.001,0.40004129426543716
26,0.5756347308991914,0.9896447576585646,0.9976801507901987,0.9936462093862816,0.9936208771293947,0.9995450600147059,0.9995127832115919,0.9872743009192928,6881,6826,72,16,0.001,0.39941111922661066
27,0.5723032369696606,0.9898017810973858,0.9991300565463245,0.9944440435817881,0.9944182674882204,0.9995332892518264,0.9995164787175802,0.9888804528176119,6891,6827,71,6,0.001,0.39888154751210375
28,0.5709122654103248,0.9849935686722882,0.999275047121937,0.9920829134878365,0.9920260964117433,0.9993211632893615,0.9992645415338213,0.9841556456363044,6892,6793,105,5,0.001,0.3986619530807494
29,0.5686741031482194,0.993212016175621,0.9971001884877483,0.9951523044642211,0.9951431678144255,0.9997116373286709,0.9997059171014422,0.9902939255012883,6877,6851,47,20,0.001,0.39809000976439046
30,0.568566220236153,0.989207080155418,0.9966652167609106,0.9929221435793731,0.9928959768031895,0.9990502255509379,0.9987613841074843,0.9858199766809911,6874,6823,75,23,0.001,0.3978834928619435
31,0.5701596734747588,0.9899208063354932,0.9968102073365231,0.9933535616240428,0.9933309169989126,0.9993442423922931,0.9992532127673046,0.986685732668844,6875,6828,70,22,0.001,0.3977596339027372
32,0.570972957261968,0.9866800343741048,0.9988400753950993,0.9927228186468766,0.992678506705328,0.9993135333127092,0.9992159961260327,0.9854318548650723,6889,6805,93,8,0.001,0.39770817776973816
33,0.5707410068475669,0.9900346620450606,0.9939103958242714,0.9919687432168439,0.9919536063791229,0.9993372429922237,0.9992848148936084,0.9839147555330924,6855,6829,69,42,0.001,0.39752144818429486
34,0.57165094003508,0.9869608826479438,0.9986950848194868,0.9927933121937158,0.9927509967379485,0.9995626110629281,0.9995222825085652,0.9855716552486813,6888,6807,91,9,0.001,0.39724488544918873
35,0.5601539568004076,0.9953743856605956,0.9984051036682615,0.9968874411871155,0.9968829285973179,0.9998132652546039,0.999804485903536,0.9937704644120468,6886,6866,32,11,0.0005,0.39590823631514915
36,0.5521956413022934,0.9949480369515011,0.9994200376975496,0.9971790235081375,0.9971728887278,0.999868209494188,0.9998622155202141,0.994355822042479,6893,6863,35,4,0.0005,0.3949163686921438
37,0.5505057960975511,0.9929425320466657,0.9995650282731623,0.996242774566474,0.9962305183037332,0.999806581142826,0.9997909759034582,0.9924831116077732,6894,6849,49,3,0.0005,0.39470170308498587
38,0.5497670795615923,0.9952312138728324,0.9985500942438742,0.996887891727582,0.9968829285973179,0.9995506511270736,0.9993309964697847,0.9937713836365415,6887,6865,33,10,0.0005,0.3946020634984783
39,0.5491760201063568,0.9952346570397111,0.999275047121937,0.9972507596585154,0.9972453787604204,0.9999258231746393,0.9999246072892225,0.9944989533500237,6892,6865,33,5,0.0005,0.3945032904641558
40,0.5503840010854895,0.992655529953917,0.9994200376975496,0.9960262986778412,0.9960130482058717,0.9998907420974146,0.9998879051743488,0.9920491316959427,6893,6847,51,4,0.0005,0.3944860988576944
41,0.5483365317711411,0.9958086428674664,0.9989850659707119,0.9973943254198031,0.9973903588256615,0.9998977204782645,0.9998891088124594,0.9947857789693887,6890,6869,29,7,0.0005,0.394429561560214
42,0.5490164776650318,0.995522172468583,0.999275047121937,0.9973950795947901,0.9973903588256615,0.9999194543511529,0.9999161009744351,0.9947877865373607,6892,6867,31,5,0.0005,0.39430640037713993
43,0.5488527398214862,0.9949487660557079,0.9995650282731623,0.9972515550412266,0.9972453787604204,0.9997985518010045,0.9997002939525207,0.9945014620610977,6894,6863,35,3,0.0005,0.3943663673110147
44,0.5478205129693237,0.993514915693904,0.9995650282731623,0.9965307892454467,0.9965204784342153,0.9998944204608144,0.9998911406268374,0.9930593703376464,6894,6853,45,3,0.0005,0.39419490297229426
45,0.545965372505029,0.9942321557317952,0.9997100188487749,0.9969635627530364,0.9969554186299384,0.999862408189626,0.9998536867602568,0.993925923459157,6895,6858,40,2,0.0005,0.3941525437840575
46,0.5401564278953445,0.9968194303888969,0.9997100188487749,0.9982626321123498,0.9982602392171076,0.999968702382272,0.9999684968921471,0.9965246683884996,6895,6876,22,2,0.00025,0.3936684373549202
47,0.5320446081635053,0.9965312906489378,0.9997100188487749,0.9981181239143022,0.9981152591518666,0.9999710775540674,0.9999707645245808,0.9962355866688883,6895,6874,24,2,0.00025,0.39283670682353417
48,0.5298075913605201,0.9972519525600232,0.9997100188487749,0.9984794728839331,0.9984777093149692,0.9999875986605375,0.9999876000784576,0.9969584472005955,6895,6879,19,2,0.00025,0.39253743001607205
49,0.5278634974687763,0.9973965866358114,0.9998550094243874,0.9986242849902252,0.9986226893802103,0.9999664112873545,0.9999655701583263,0.9972484081614889,6896,6880,18,1,0.00025,0.3925212573884417
