epoch,loss,precision,recall,f1,accuracy,auc,aupr,mcc,TP,TN,FP,FN,current_lr,aux_loss
18,0.5995153626624175,0.974744608399546,0.9959408524209916,0.9852287394234907,0.9850681356915048,0.9979794841807488,0.997436192821218,0.970365723960015,6870,6720,178,28,0.001,0.4052440257785665
19,0.5880992662633595,0.9832594076405781,0.9962307915337779,0.9897025995535392,0.9896346767178893,0.9990312805548874,0.9988970562969706,0.9793545780930829,6872,6781,117,26,0.0005,0.4035935791585758
20,0.5800886166963276,0.9825863545532401,0.9979704262104958,0.9902186421173763,0.9901420701652653,0.9994634361054983,0.9994345969918554,0.9804043122409654,6884,6776,122,14,0.0005,0.4020155660195666
21,0.5757791935343368,0.9841360583107046,0.9982603653232821,0.9911478949262325,0.9910843722818208,0.9996835174616229,0.999675100672561,0.982269913508639,6886,6787,111,12,0.0005,0.40120171401136673
22,0.573408368913358,0.9876667144700989,0.9984053348796753,0.993006993006993,0.9929689765149319,0.9996092673249548,0.9995752211944596,0.9859962350025945,6887,6812,86,11,0.0005,0.40086195526493923
23,0.5721598123944162,0.9871004729826574,0.9984053348796753,0.9927207207207207,0.9926790374021456,0.9994826028546182,0.999399720111646,0.9854227018958309,6887,6808,90,11,0.0005,0.4001761070069462
24,0.5713339014031225,0.9858389357745673,0.9991301826616411,0.9924400604795162,0.9923890982893593,0.9997441491186532,0.9997319801341131,0.9848677097939345,6892,6799,99,6,0.0005,0.39997394843878664
25,0.5699513757978878,0.9917855598789451,0.9976804870977095,0.9947242899472429,0.9947086111916498,0.9995726781690139,0.9995248995376282,0.9894347000040264,6882,6841,57,16,0.0005,0.39964342037943273
26,0.5688933130449819,0.9925061248018446,0.9984053348796753,0.9954469899544699,0.9954334589736156,0.9996233691765551,0.9995506538924088,0.9908844211761936,6887,6846,52,11,0.0005,0.39925665046704334
27,0.5686214397215573,0.9936342592592593,0.9956509133082053,0.9946415640839971,0.9946361264134532,0.9996565326964145,0.999641211220593,0.9892742903233785,6868,6854,44,30,0.0005,0.3990304772281698
28,0.5638621958762744,0.9939367691641403,0.9981153957668889,0.9960216998191682,0.9960133371991882,0.9998416851742086,0.9998354731572074,0.992035441352361,6885,6856,42,13,0.00025,0.3982874696799947
29,0.5612450146993093,0.9947939262472885,0.99724557842853,0.9960182436834866,0.9960133371991882,0.9998704983464056,0.9998679483018654,0.9920296870353049,6879,6862,36,19,0.00025,0.39776916068812007
30,0.5597082100663886,0.9939393939393939,0.9985503044360684,0.9962395140295054,0.9962307915337779,0.9999076339228259,0.9999061327359278,0.9924722624046544,6888,6856,42,10,0.00025,0.3975833170374633
31,0.5592605397472453,0.9959479015918958,0.9976804870977095,0.9968134414831982,0.9968106697593505,0.9998904637100724,0.9998878512400862,0.9936228430345558,6882,6870,28,16,0.00025,0.3974461467437085
32,0.5591958766572542,0.9939402683595441,0.9986952739924616,0.9963120977655651,0.9963032763119745,0.9998948350739068,0.9998918917333437,0.9926179115192519,6889,6856,42,9,0.00025,0.39734540349993164
33,0.5588354164878677,0.9950909615939937,0.9991301826616411,0.9971064814814815,0.9971006088721368,0.9999060577099047,0.9999039373076307,0.994209408412687,6892,6864,34,6,0.00025,0.39721462070168573
34,0.5584716413566498,0.9923719055843409,0.9995650913308205,0.9959555106167847,0.9959408524209916,0.9998642565432381,0.9998561301990354,0.9919077628147994,6895,6845,53,3,0.00025,0.39708321282089787
35,0.558668184778109,0.9950874151134229,0.9984053348796753,0.9967436138649686,0.996738184981154,0.9997383906874482,0.9996728977110765,0.9934818925225158,6887,6864,34,11,0.00025,0.3970333504249961
36,0.5581230692291094,0.9898091000430601,0.9997100608872137,0.9947349441038587,0.9947086111916498,0.9998568588505953,0.9998470649041773,0.9894667256505819,6896,6827,71,2,0.00025,0.39701567015155087
37,0.5540920490111154,0.9920874694288592,0.9997100608872137,0.9958841793631309,0.995868367642795,0.9999398517149323,0.999938034587641,0.9917660098871691,6896,6843,55,2,0.000125,0.39653361918840524
38,0.5514283992650372,0.9953790613718412,0.9992751522180342,0.9973233017434711,0.9973180632067266,0.9999518309331323,0.9999509679765592,0.9946437458064117,6893,6866,32,5,0.000125,0.3961668671476289
39,0.5493043331382378,0.9928016124388137,0.9997100608872137,0.9962438601560243,0.9962307915337779,0.9999423316232615,0.9999409967643221,0.9924856120608359,6896,6848,50,2,0.000125,0.3960521279176695
40,0.5490909802737393,0.9925169089077565,0.9998550304436068,0.9961724561276811,0.9961583067555814,0.9999366782729179,0.9999335666957601,0.9923437361564501,6897,6846,52,1,0.000125,0.3959587282206021
41,0.549915869397058,0.9969613659383592,0.9988402435488547,0.9978999203418061,0.9978979414322993,0.9998916406157201,0.9998835510880408,0.9957976512699157,6890,6877,21,8,0.000125,0.3959973967526941
42,0.5489343418768089,0.9973947025618758,0.9989852131052479,0.9981893242558123,0.9981878805450856,0.9999688960650244,0.9999685277773193,0.9963770279628686,6891,6880,18,7,0.000125,0.3959550462934281
43,0.5480539218762122,0.9959543418581129,0.9992751522180342,0.9976119835009769,0.9976080023195129,0.9998513736296301,0.9998401133885405,0.9952215368695566,6893,6870,28,5,0.000125,0.39588236405648386
44,0.5455073860459619,0.993660855784469,0.9998550304436068,0.9967483199653154,0.996738184981154,0.9999668364801408,0.9999663062645309,0.993495673225609,6897,6854,44,1,6.25e-05,0.39559104981310794
45,0.5439120187867237,0.9950945029577262,0.9998550304436068,0.9974690867018584,0.9974630327631198,0.9999723217011061,0.999971804046968,0.9949374509648935,6897,6864,34,1,6.25e-05,0.39543700560427303
46,0.543763231526046,0.9940896641199366,0.9997100608872137,0.9968919407300325,0.9968831545375472,0.9999743812859897,0.9999741165142289,0.993782192623081,6896,6857,41,2,6.25e-05,0.3953679576125153
47,0.5421379018984314,0.9962438601560243,0.9997100608872137,0.9979739507959479,0.9979704262104958,0.9999798244746103,0.9999796735203933,0.9959468805647075,6896,6872,26,2,6.25e-05,0.39535195900585796
